respondent_id,month,region,segment,prefecture,age,gender,household_size,has_children,youngest_child_age,relationship_status,income_bracket,awareness,familiarity,opinion,consideration,likelihood,intent,nps,func_convenience,func_value,func_quality,func_variety,func_reliability,emot_excitement,emot_relaxation,emot_connection,emot_authenticity,emot_memorable
M01_0038,M01,Local,Young Families,Tokyo,39,Female,3,TRUE,0,Married,3-5M,3,4,4,5,3,3,7,5,4,5,5,4,5,5,5,6,5
M01_0039,M01,Local,Young Families,Saitama,29,Female,4,TRUE,1,Married,Under 3M,3,2,5,2,4,4,4,4,4,5,5,5,5,4,5,6,6
M01_0040,M01,Local,Young Families,Hokkaido,26,Male,4,TRUE,0,Married,7-10M,5,6,3,4,3,2,2,4,3,3,4,5,4,4,4,6,6
M01_0041,M01,Local,Young Families,Aichi,31,Female,3,TRUE,4,Married,7-10M,5,6,4,5,3,4,3,5,4,4,3,5,2,5,2,2,1
M01_0042,M01,Local,Young Families,Tokyo,44,Male,3,TRUE,3,Partnered,7-10M,5,5,4,3,5,3,4,3,5,4,4,4,6,5,5,4,4
M01_0043,M01,Local,Young Families,Hokkaido,32,Female,3,TRUE,4,Married,3-5M,5,6,5,2,4,4,8,4,3,5,2,3,4,5,5,4,4
M01_0044,M01,Local,Young Families,Osaka,30,Female,3,TRUE,2,Married,3-5M,4,3,6,5,3,4,6,3,2,2,2,5,4,6,4,4,4
M01_0045,M01,Local,Young Families,Aichi,25,Female,3,TRUE,5,Married,5-7M,5,4,4,2,1,2,3,5,6,7,5,6,5,4,3,4,6
M01_0046,M01,Local,Young Families,Chiba,26,Male,4,TRUE,5,Married,5-7M,6,4,6,4,6,4,8,6,5,3,5,6,3,4,3,3,5
M01_0047,M01,Local,Young Families,Chiba,30,Female,3,TRUE,1,Married,3-5M,5,4,5,1,4,3,2,6,2,4,4,6,4,6,4,3,4
M01_0048,M01,Local,Young Families,Osaka,32,Male,4,TRUE,4,Married,5-7M,5,5,4,5,4,3,6,6,3,4,5,4,3,4,4,3,5
M01_0049,M01,Local,Young Families,Osaka,27,Female,4,TRUE,3,Partnered,3-5M,5,4,5,5,5,5,8,4,5,4,3,4,6,5,7,5,7
M01_0050,M01,Local,Young Families,Fukuoka,25,Male,3,TRUE,1,Married,3-5M,7,5,5,4,3,4,5,5,5,6,2,5,4,4,4,5,5
M01_0051,M01,Local,Young Families,Chiba,45,Male,4,TRUE,5,Married,Under 3M,6,4,3,5,2,2,7,3,4,5,5,5,4,3,5,5,6
M01_0052,M01,Local,Young Families,Osaka,40,Male,4,TRUE,4,Married,5-7M,4,4,4,3,2,3,7,5,5,4,5,4,5,5,5,6,5
M01_0053,M01,Local,Young Families,Hokkaido,37,Female,3,TRUE,2,Partnered,5-7M,7,6,5,4,4,3,5,6,5,6,5,5,5,5,5,4,4
M01_0054,M01,Local,Young Families,Fukuoka,27,Female,4,TRUE,3,Married,Under 3M,5,5,5,5,4,3,4,5,5,5,5,5,6,6,5,5,6
M01_0055,M01,Local,Young Families,Saitama,40,Male,3,TRUE,3,Partnered,7-10M,5,5,5,5,3,5,5,4,5,5,3,6,6,7,7,7,7
M01_0056,M01,Local,Young Families,Aichi,38,Male,3,TRUE,3,Married,3-5M,6,4,4,2,3,2,6,5,6,4,4,5,5,6,4,4,6
M01_0057,M01,Local,Young Families,Fukuoka,45,Male,4,TRUE,3,Married,7-10M,5,6,6,4,4,4,7,6,4,4,6,6,6,5,7,7,7
M01_0058,M01,Local,Young Families,Saitama,42,Male,3,TRUE,3,Married,3-5M,6,5,3,3,5,3,7,4,6,5,5,6,4,7,5,4,5
M01_0059,M01,Local,Young Families,Osaka,28,Male,3,TRUE,3,Married,3-5M,3,5,4,2,2,3,6,4,3,3,3,4,4,4,4,4,4
M01_0060,M01,Local,Young Families,Fukuoka,38,Male,4,TRUE,5,Married,Over 10M,4,4,4,6,4,3,8,6,6,6,6,6,3,3,4,4,5
M01_0061,M01,Local,Young Families,Aichi,33,Male,4,TRUE,3,Married,Under 3M,4,5,5,3,5,4,7,6,3,3,5,7,7,7,6,4,6
M01_0062,M01,Local,Young Families,Chiba,43,Female,3,TRUE,3,Partnered,7-10M,4,7,4,5,4,4,6,4,6,4,4,6,3,4,4,5,3
M01_0063,M01,Local,Young Families,Fukuoka,25,Male,5,TRUE,4,Partnered,Under 3M,5,5,6,4,4,4,5,6,6,5,5,6,6,7,5,6,6
M01_0064,M01,Local,Young Families,Tokyo,29,Male,3,TRUE,2,Married,3-5M,6,5,5,5,3,3,4,4,4,3,6,5,7,6,6,6,6
M01_0065,M01,Local,Young Families,Kanagawa,43,Male,5,TRUE,4,Married,3-5M,5,3,3,6,4,3,6,2,2,2,3,2,6,3,4,1,4
M01_0066,M01,Local,Young Families,Kanagawa,43,Female,5,TRUE,5,Married,7-10M,6,5,4,6,5,5,10,4,4,4,6,5,4,2,5,4,4
M01_0067,M01,Local,Young Families,Aichi,36,Female,4,TRUE,1,Married,7-10M,7,6,4,5,4,5,8,5,5,6,5,5,3,5,4,5,2
M01_0068,M01,Local,Young Families,Kanagawa,44,Female,4,TRUE,1,Married,7-10M,5,6,5,5,3,5,3,4,3,3,5,7,5,3,4,4,4
M01_0069,M01,Local,Young Families,Kanagawa,42,Male,3,TRUE,4,Married,Over 10M,5,3,4,3,2,2,4,5,5,4,5,3,4,5,6,4,6
M01_0070,M01,Local,Young Families,Kanagawa,40,Male,3,TRUE,3,Partnered,3-5M,6,4,5,5,5,5,9,5,3,4,5,4,6,5,6,5,7
M01_0071,M01,Local,Young Families,Aichi,30,Male,4,TRUE,1,Married,3-5M,6,4,3,4,5,4,4,6,6,6,5,7,5,5,6,3,6
M01_0072,M01,Local,Young Families,Saitama,33,Female,4,TRUE,3,Married,7-10M,5,3,5,5,3,3,4,5,5,4,4,3,4,6,5,4,4
M01_0073,M01,Local,Young Families,Hokkaido,33,Female,3,TRUE,0,Married,Over 10M,7,6,3,3,4,4,6,4,3,3,5,4,2,4,6,4,4
M01_0074,M01,Local,Young Families,Hokkaido,45,Female,4,TRUE,3,Married,5-7M,3,2,3,4,3,4,9,4,5,4,7,5,5,4,5,5,4
M01_0075,M01,Local,Young Families,Saitama,40,Male,5,TRUE,5,Married,7-10M,6,4,5,5,4,4,9,3,5,6,5,5,5,5,5,5,6
M01_0076,M01,Local,Young Families,Tokyo,29,Male,3,TRUE,1,Married,5-7M,5,5,5,3,5,4,7,6,5,7,7,5,7,6,5,6,5
M01_0077,M01,Local,Young Families,Osaka,27,Male,3,TRUE,3,Married,Under 3M,5,5,5,2,4,3,7,5,5,4,4,5,4,4,5,4,7
M01_0078,M01,Local,Young Families,Kanagawa,45,Male,3,TRUE,0,Married,7-10M,5,5,5,5,4,4,7,5,4,3,4,5,5,5,6,7,5
M01_0079,M01,Local,Young Families,Fukuoka,36,Female,5,TRUE,0,Partnered,5-7M,5,4,4,3,4,5,6,4,4,3,3,3,4,4,2,4,4
M01_0080,M01,Local,Young Families,Aichi,35,Female,4,TRUE,5,Married,5-7M,6,4,5,4,4,3,1,5,4,6,4,5,5,6,4,6,5
M01_0081,M01,Local,Young Families,Chiba,25,Female,3,TRUE,4,Married,Under 3M,7,5,5,5,5,4,8,5,6,5,4,6,6,6,4,5,5
M01_0082,M01,Local,Young Families,Chiba,32,Male,3,TRUE,3,Married,7-10M,4,3,4,3,3,4,4,4,4,3,3,3,5,4,5,4,4
M01_0083,M01,Local,Young Families,Aichi,31,Female,3,TRUE,4,Married,3-5M,6,3,3,5,3,5,7,4,4,4,5,3,6,5,5,3,4
M01_0084,M01,Local,Young Families,Aichi,25,Male,4,TRUE,5,Married,5-7M,6,3,3,4,3,3,5,4,5,2,5,4,4,4,2,3,4
M01_0085,M01,Local,Young Families,Kanagawa,37,Male,4,TRUE,2,Married,3-5M,4,4,4,5,4,2,3,4,6,4,4,5,3,3,5,2,4
M01_0086,M01,Local,Young Families,Tokyo,40,Other/Prefer not to say,4,TRUE,1,Married,7-10M,5,5,2,3,3,6,7,4,3,4,3,5,2,5,3,3,1
M01_0087,M01,Local,Young Families,Chiba,32,Male,3,TRUE,2,Married,5-7M,5,5,6,4,5,5,7,7,4,4,4,5,4,3,4,2,5
M01_0088,M01,Local,Young Families,Aichi,41,Female,3,TRUE,3,Partnered,5-7M,5,3,4,4,3,3,10,3,3,3,4,4,4,5,4,4,4
M01_0089,M01,Local,Young Families,Tokyo,34,Female,5,TRUE,0,Married,5-7M,7,5,4,4,2,2,6,5,3,5,4,5,3,4,3,4,3
M01_0090,M01,Local,Young Families,Saitama,41,Female,3,TRUE,1,Married,Under 3M,6,6,4,3,5,5,7,5,4,4,6,6,4,4,4,4,5
M01_0091,M01,Local,Young Families,Chiba,34,Male,4,TRUE,0,Partnered,7-10M,6,5,5,4,4,4,7,5,4,4,4,5,6,4,4,5,4
M01_0092,M01,Local,Young Families,Tokyo,45,Male,4,TRUE,5,Partnered,7-10M,5,4,4,3,4,5,5,4,5,5,5,5,5,5,5,5,4
M01_0093,M01,Local,Young Families,Saitama,36,Female,4,TRUE,4,Partnered,5-7M,6,5,5,5,4,3,5,4,5,5,4,5,4,7,6,4,5
M01_0094,M01,Local,Young Families,Osaka,44,Female,3,TRUE,3,Married,5-7M,6,7,4,3,5,6,8,4,4,5,4,5,4,5,5,5,4
M01_0095,M01,Local,Young Families,Saitama,38,Female,3,TRUE,5,Married,Over 10M,4,3,3,2,3,2,6,5,5,5,5,6,5,4,4,4,5
M01_0096,M01,Local,Young Families,Osaka,35,Female,4,TRUE,4,Married,7-10M,5,5,5,4,3,3,7,6,5,6,5,5,6,5,6,4,6
M01_0097,M01,Local,Young Families,Aichi,27,Female,4,TRUE,3,Married,3-5M,5,5,4,3,2,4,4,5,5,6,4,6,3,4,5,4,4
M01_0098,M01,Local,Young Families,Hokkaido,42,Female,3,TRUE,2,Married,5-7M,4,2,6,2,3,4,8,6,6,5,4,7,4,4,3,3,4
M01_0099,M01,Local,Young Families,Osaka,41,Female,4,TRUE,0,Partnered,5-7M,5,5,4,5,5,5,5,5,5,4,7,6,5,3,5,4,4
M01_0100,M01,Local,Young Families,Saitama,32,Female,4,TRUE,1,Married,7-10M,6,5,6,5,2,5,5,7,5,6,5,6,5,7,6,5,6
M01_0101,M01,Local,Matured Families,Kanagawa,55,Female,3,TRUE,13,Married,3-5M,4,4,6,5,7,5,7,4,5,5,5,3,5,6,4,6,6
M01_0102,M01,Local,Matured Families,Kanagawa,49,Male,3,TRUE,17,Married,5-7M,6,6,5,3,2,2,4,5,4,3,5,4,6,4,5,4,4
M01_0103,M01,Local,Matured Families,Hokkaido,50,Female,3,TRUE,14,Married,7-10M,4,3,4,5,5,6,5,5,5,5,4,6,3,3,5,4,5
M01_0104,M01,Local,Matured Families,Osaka,39,Male,4,TRUE,14,Single,7-10M,5,6,6,5,6,5,7,6,5,6,6,6,6,5,5,5,6
M01_0105,M01,Local,Matured Families,Tokyo,36,Female,4,TRUE,7,Married,3-5M,7,4,5,6,3,2,7,5,6,5,6,4,6,5,5,7,5
M01_0106,M01,Local,Matured Families,Saitama,39,Male,3,TRUE,7,Married,7-10M,4,5,4,5,6,4,5,5,5,6,6,3,5,3,4,6,5
M01_0107,M01,Local,Matured Families,Aichi,42,Male,3,TRUE,16,Partnered,Over 10M,5,4,4,5,2,3,6,5,3,3,1,3,5,4,5,5,6
M01_0108,M01,Local,Matured Families,Hokkaido,49,Female,3,TRUE,15,Married,7-10M,4,4,4,3,5,5,5,6,6,5,4,5,5,6,6,6,5
M01_0109,M01,Local,Matured Families,Tokyo,37,Female,4,TRUE,16,Married,5-7M,6,6,4,5,6,4,7,5,5,6,6,4,4,7,5,5,4
M01_0110,M01,Local,Matured Families,Fukuoka,38,Male,5,TRUE,10,Married,3-5M,4,4,3,4,5,2,6,3,5,4,5,5,5,5,5,6,6
M01_0111,M01,Local,Matured Families,Aichi,44,Female,4,TRUE,17,Married,Over 10M,6,7,5,6,4,4,7,5,6,4,5,6,4,4,5,5,3
M01_0112,M01,Local,Matured Families,Kanagawa,46,Male,4,TRUE,13,Married,3-5M,5,4,5,5,3,3,6,6,5,6,4,5,5,6,5,5,5
M01_0113,M01,Local,Matured Families,Chiba,53,Male,5,TRUE,7,Married,Over 10M,5,4,4,5,2,4,7,4,5,5,4,6,6,6,5,5,5
M01_0114,M01,Local,Matured Families,Aichi,44,Male,4,TRUE,16,Married,5-7M,3,4,3,5,3,2,4,7,6,5,4,7,6,5,6,5,6
M01_0115,M01,Local,Matured Families,Kanagawa,45,Male,3,TRUE,13,Married,3-5M,5,3,5,6,3,4,7,5,4,6,5,5,5,5,5,5,3
M01_0116,M01,Local,Matured Families,Chiba,55,Female,4,TRUE,12,Married,Under 3M,6,6,4,3,5,5,6,3,4,5,3,3,3,4,4,3,2
M01_0117,M01,Local,Matured Families,Fukuoka,53,Female,4,TRUE,7,Married,7-10M,5,6,5,4,4,3,4,7,6,5,4,5,4,2,4,3,4
M01_0118,M01,Local,Matured Families,Kanagawa,52,Female,3,TRUE,12,Married,Under 3M,6,5,4,7,4,5,7,2,6,3,5,3,3,4,4,5,4
M01_0119,M01,Local,Matured Families,Fukuoka,37,Male,3,TRUE,13,Married,3-5M,7,5,3,3,6,4,6,5,5,3,6,5,5,4,4,4,4
M01_0120,M01,Local,Matured Families,Chiba,36,Male,3,TRUE,14,Married,7-10M,5,5,4,5,4,3,7,3,3,2,2,4,7,6,6,5,5
M01_0121,M01,Local,Matured Families,Chiba,36,Female,4,TRUE,17,Married,Over 10M,2,4,4,4,5,2,7,5,6,6,4,5,4,4,5,4,4
M01_0122,M01,Local,Matured Families,Aichi,44,Male,3,TRUE,14,Single,3-5M,5,4,5,3,4,3,3,4,6,6,5,3,4,4,4,5,6
M01_0123,M01,Local,Matured Families,Hokkaido,49,Male,4,TRUE,15,Partnered,Under 3M,5,5,2,4,5,4,8,4,4,6,4,5,4,3,5,6,3
M01_0124,M01,Local,Matured Families,Fukuoka,41,Female,3,TRUE,7,Partnered,3-5M,4,4,3,2,4,3,2,5,7,6,5,6,5,5,5,6,7
M01_0125,M01,Local,Matured Families,Kanagawa,44,Female,3,TRUE,11,Married,5-7M,4,6,4,3,3,2,6,4,3,5,5,3,5,5,5,4,5
M01_0126,M01,Local,Matured Families,Osaka,38,Female,3,TRUE,12,Partnered,7-10M,6,5,3,4,2,3,4,5,4,4,4,6,6,5,6,7,5
M01_0127,M01,Local,Matured Families,Kanagawa,51,Female,4,TRUE,17,Married,5-7M,7,4,4,4,4,1,7,5,5,4,4,5,5,5,5,6,4
M01_0128,M01,Local,Matured Families,Kanagawa,46,Female,4,TRUE,16,Partnered,Under 3M,6,4,4,6,3,5,7,5,3,5,6,4,7,3,4,6,5
M01_0129,M01,Local,Matured Families,Chiba,36,Female,3,TRUE,9,Married,3-5M,5,3,3,3,2,2,7,5,5,5,5,4,6,6,5,5,5
M01_0130,M01,Local,Matured Families,Hokkaido,36,Female,5,TRUE,14,Single,3-5M,4,3,4,3,3,3,5,4,3,3,3,4,4,4,5,4,5
M01_0131,M01,Local,Matured Families,Saitama,44,Other/Prefer not to say,3,TRUE,14,Married,7-10M,4,4,3,3,3,3,2,5,3,4,5,3,4,4,4,4,3
M01_0132,M01,Local,Matured Families,Hokkaido,51,Male,5,TRUE,13,Married,Over 10M,6,5,5,4,3,2,5,6,4,4,5,4,5,4,2,5,5
M01_0133,M01,Local,Matured Families,Tokyo,49,Male,4,TRUE,15,Single,5-7M,3,3,3,3,2,5,5,5,6,5,6,7,4,5,4,4,4
M01_0134,M01,Local,Matured Families,Aichi,41,Female,4,TRUE,14,Married,Over 10M,4,4,3,4,4,4,7,5,2,2,3,2,4,6,5,5,4
M01_0135,M01,Local,Matured Families,Hokkaido,38,Female,5,TRUE,8,Married,3-5M,3,4,5,4,2,3,3,5,5,5,4,5,4,5,4,4,6
M01_0136,M01,Local,Matured Families,Kanagawa,36,Male,4,TRUE,9,Married,Under 3M,5,7,6,5,6,4,6,5,5,5,4,4,4,4,5,6,6
M01_0137,M01,Local,Matured Families,Hokkaido,38,Female,4,TRUE,12,Partnered,5-7M,5,5,4,4,3,4,5,3,4,3,3,4,3,5,4,5,4
M01_0138,M01,Local,Matured Families,Fukuoka,51,Female,3,TRUE,17,Married,3-5M,5,5,5,5,5,4,7,4,3,4,3,5,3,4,5,2,5
M01_0139,M01,Local,Matured Families,Hokkaido,43,Female,3,TRUE,12,Married,5-7M,5,5,4,3,3,5,3,4,5,3,5,5,5,6,5,5,7
M01_0140,M01,Local,Matured Families,Osaka,53,Female,3,TRUE,13,Single,Under 3M,3,4,4,3,5,4,8,3,3,4,3,3,5,5,4,4,4
M01_0141,M01,Local,Matured Families,Aichi,42,Male,3,TRUE,17,Married,3-5M,2,3,4,4,2,4,6,4,5,5,5,4,4,5,6,6,5
M01_0142,M01,Local,Matured Families,Saitama,50,Female,3,TRUE,7,Single,7-10M,5,6,6,6,5,3,7,5,7,7,5,7,5,4,5,4,6
M01_0143,M01,Local,Matured Families,Saitama,37,Male,3,TRUE,8,Married,7-10M,6,5,4,3,4,3,7,4,5,6,6,5,5,6,6,5,6
M01_0144,M01,Local,Matured Families,Fukuoka,38,Male,4,TRUE,10,Married,Over 10M,5,4,5,5,5,3,7,5,3,3,5,4,4,7,4,4,4
M01_0145,M01,Local,Matured Families,Kanagawa,38,Male,4,TRUE,7,Married,Over 10M,5,6,4,4,3,3,4,5,5,5,4,4,4,4,5,4,4
M01_0146,M01,Local,Matured Families,Fukuoka,43,Female,5,TRUE,11,Partnered,3-5M,3,3,5,3,2,3,4,3,3,4,5,4,5,5,4,3,5
M01_0147,M01,Local,Matured Families,Osaka,35,Male,4,TRUE,17,Married,Over 10M,6,7,4,4,4,5,3,3,3,4,5,5,3,6,5,3,4
M01_0148,M01,Local,Matured Families,Kanagawa,38,Female,3,TRUE,9,Married,7-10M,3,4,6,4,3,2,8,2,4,3,3,5,6,6,6,5,5
M01_0149,M01,Local,Matured Families,Fukuoka,52,Other/Prefer not to say,4,TRUE,9,Married,Under 3M,5,5,5,5,6,5,9,5,5,7,6,6,4,5,5,4,5
M01_0150,M01,Local,Matured Families,Saitama,47,Male,3,TRUE,7,Married,Over 10M,5,4,7,6,4,4,8,6,7,6,6,5,4,6,7,4,4
M01_0151,M01,Local,Matured Families,Osaka,52,Female,3,TRUE,9,Partnered,3-5M,5,3,5,4,5,5,6,3,4,3,3,4,5,5,5,5,3
M01_0152,M01,Local,Matured Families,Saitama,47,Male,3,TRUE,8,Married,7-10M,6,5,4,3,4,3,5,5,5,4,4,5,4,7,5,5,6
M01_0153,M01,Local,Matured Families,Saitama,35,Male,3,TRUE,15,Partnered,7-10M,7,7,3,5,4,3,4,7,5,6,6,4,5,6,7,6,5
M01_0154,M01,Local,Matured Families,Osaka,51,Male,4,TRUE,9,Partnered,3-5M,4,6,4,3,5,3,5,2,5,3,4,4,4,3,3,4,2
M01_0155,M01,Local,Matured Families,Fukuoka,43,Male,3,TRUE,14,Married,7-10M,4,3,3,2,4,4,4,5,5,4,6,4,4,4,2,5,5
M01_0156,M01,Local,Matured Families,Tokyo,46,Male,3,TRUE,16,Married,7-10M,5,4,6,4,4,4,3,4,5,6,6,6,7,6,6,6,5
M01_0157,M01,Local,Matured Families,Chiba,54,Female,5,TRUE,11,Married,7-10M,5,5,4,7,6,3,6,6,6,6,5,6,7,6,5,5,4
M01_0158,M01,Local,Matured Families,Fukuoka,42,Male,3,TRUE,8,Married,Over 10M,5,5,2,4,3,5,5,4,3,4,4,6,5,5,4,4,4
M01_0159,M01,Local,Matured Families,Saitama,38,Female,4,TRUE,13,Partnered,3-5M,4,3,5,5,3,2,6,6,6,4,5,7,6,4,5,4,4
M01_0160,M01,Local,Matured Families,Saitama,36,Male,3,TRUE,12,Single,Over 10M,3,2,3,4,3,3,4,5,4,3,4,4,5,5,3,5,5
M01_0161,M01,Local,Matured Families,Hokkaido,39,Female,4,TRUE,13,Married,5-7M,4,5,3,4,5,4,9,4,4,3,4,3,4,4,4,3,5
M01_0162,M01,Local,Matured Families,Tokyo,41,Male,4,TRUE,12,Married,3-5M,5,6,5,1,3,2,9,5,5,5,7,4,5,6,6,6,6
M01_0163,M01,Local,Matured Families,Aichi,39,Female,4,TRUE,16,Married,5-7M,4,2,3,4,5,4,8,4,4,4,5,6,6,5,3,4,5
M01_0164,M01,Local,Matured Families,Aichi,53,Male,4,TRUE,7,Partnered,3-5M,6,3,3,3,2,3,4,5,5,5,5,3,6,6,7,5,5
M01_0165,M01,Local,Matured Families,Aichi,53,Male,5,TRUE,16,Married,5-7M,5,5,6,4,5,5,7,7,6,5,5,5,6,6,7,6,6
M01_0166,M01,Local,Matured Families,Fukuoka,47,Female,3,TRUE,17,Married,5-7M,5,5,5,4,3,4,3,4,5,5,4,4,5,6,4,5,4
M01_0167,M01,Local,Matured Families,Saitama,55,Male,3,TRUE,7,Married,7-10M,5,3,2,5,4,1,2,4,5,5,7,4,4,5,7,4,5
M01_0168,M01,Local,Matured Families,Fukuoka,36,Female,3,TRUE,15,Married,5-7M,5,5,5,5,3,3,5,3,5,4,4,5,3,3,3,4,4
M01_0169,M01,Local,Matured Families,Tokyo,43,Female,5,TRUE,8,Married,3-5M,5,4,4,5,5,5,9,4,4,3,3,2,4,3,4,3,4
M01_0170,M01,Local,Matured Families,Hokkaido,38,Female,3,TRUE,17,Single,7-10M,6,5,4,4,5,5,6,4,6,5,6,6,4,4,3,3,4
M01_0171,M01,Local,Matured Families,Hokkaido,48,Female,3,TRUE,15,Married,7-10M,6,5,4,4,3,2,7,4,4,5,5,3,5,7,6,4,5
